,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
128,Saunders Comp Review NCLEX RN,PEGI 3,0,True,4.1,1.46K,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_rn,"Jun 14, 2022","Mar 13, 2018","100,000+ ",4.6.10,PT,MEDICAL
129,Rost Moves for Mamas,PEGI 3,£4.19,False,,,https://play.google.com/store/apps/details?id=nl.xlwebsolutions.android.dynabloqs.rostmoves,"Jun 1, 2022","Apr 5, 2022",100+ ,1.16,PT,MEDICAL
130,Pedi STAT,PEGI 3,£4.89,False,4.3,171,https://play.google.com/store/apps/details?id=com.qxmd.pedistat,"Nov 9, 2021","Oct 6, 2010","10,000+ ",3.0.5,PT,MEDICAL
131,EMT PASS- NEW,PEGI 3,£18.49,False,,,https://play.google.com/store/apps/details?id=com.limmercreative.passengine.emt,"Apr 6, 2021","Mar 4, 2020","1,000+ ",1.1.3,PT,MEDICAL
132,"Ovy – period, ovulation, cycle",PEGI 12,0,True,3.0,3.71K,https://play.google.com/store/apps/details?id=com.ovyapp.android,"May 23, 2022","May 12, 2017","100,000+ ",6.0.3,PT,MEDICAL
133,Muscle Premium,PEGI 3,£22.49,True,3.9,460,https://play.google.com/store/apps/details?id=com.visiblebody.musclepremium,"Aug 11, 2017","Oct 4, 2016","10,000+ ",7.1.17,PT,MEDICAL
134,LISA®,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.unitedcuisines.linde.lisa,"Apr 11, 2022","Sep 18, 2019","10,000+ ",1.4.48848,PT,MEDICAL
135,Guía Mensa,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=es.app.guia.mensa,"Jun 20, 2022","Mar 2, 2020","10,000+ ",3.111.0,PT,MEDICAL
136,Doctoralia: agende seu médico,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=pt.com.doctoralia,"Jun 21, 2022",,"5,000+ ",5.33.0,PT,MEDICAL
137,EUDoctor: Doctors Notes Online,PEGI 18,0,False,,,https://play.google.com/store/apps/details?id=org.eudoctor,"Jun 2, 2022","Apr 20, 2022","1,000+ ",1.2.0,PT,MEDICAL
138,Manual MSD para Profissionais,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.msd.professionalPortugese,"May 26, 2022","Feb 17, 2017","100,000+ ",1.7.1,PT,MEDICAL
139,BloodPressureDB,PEGI 3,0,True,3.5,4.63K,https://play.google.com/store/apps/details?id=net.klier.blutdruck,"Jun 7, 2022","Mar 30, 2011","500,000+ ",Varies with device,PT,MEDICAL
140,Squeezy: NHS Pelvic Floor App,PEGI 3,£2.99,False,4.6,3.25K,https://play.google.com/store/apps/details?id=com.propagator.squeezy,"Mar 4, 2019","Sep 17, 2014","50,000+ ",Varies with device,PT,MEDICAL
141,Pregnancy Food Guide PRO,PEGI 3,£1.69,False,,,https://play.google.com/store/apps/details?id=air.com.kigorosa.lebensmittelampel,"Jul 27, 2020","Jul 6, 2015","5,000+ ",1.1.3,PT,MEDICAL
142,Diabetes:M - Management & Blood Sugar Tracker App,PEGI 3,0,True,4.2,21.9K,https://play.google.com/store/apps/details?id=com.mydiabetes,"Jan 10, 2022","Apr 16, 2013","500,000+ ",8.0.13,PT,MEDICAL
143,Horse Anatomy: Equine 3D,PEGI 3,£4.59,False,3.0,116,https://play.google.com/store/apps/details?id=com.realbodywork.horseanatomy,"Jul 20, 2021","Dec 5, 2013","5,000+ ",2.10,PT,MEDICAL
144,Anatomy Quiz Pro,PEGI 3,£3.49,False,,,https://play.google.com/store/apps/details?id=de.streuer.alexander.anatomyquizpro,"Aug 24, 2021","Dec 27, 2015","5,000+ ",4.8.1,PT,MEDICAL
145,Diseases & Disorders,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.soft24hours.directorys.medical.diseasemulti.paid,"Apr 16, 2020","Apr 5, 2016","5,000+ ",Varies with device,PT,MEDICAL
146,Medicina Hospitalaria,PEGI 3,£6.49,False,,,https://play.google.com/store/apps/details?id=lhidalgo42.nicolas.triantafilo,"Feb 17, 2019","Dec 10, 2017","10,000+ ",2.1.8,PT,MEDICAL
147,mySugr - Diabetes Tracker Log,PEGI 3,0,True,4.4,68.4K,https://play.google.com/store/apps/details?id=com.mysugr.android.companion,"Jun 20, 2022","Dec 6, 2013","1,000,000+ ",3.92.33,PT,MEDICAL
148,A Manual of Acupuncture,PEGI 3,0,True,3.4,549,https://play.google.com/store/apps/details?id=com.cards,"Sep 27, 2020","Sep 25, 2014","10,000+ ",3.2.0,PT,MEDICAL
149,Instant Body Temperature Checker : Fever Tracker,PEGI 3,0,True,3.3,4.99K,https://play.google.com/store/apps/details?id=com.newhealthfitnesstoolsapps.body.temperature.logger.thermometer.fever.tracker.test.checker.diary.info.history,"Sep 20, 2021","Dec 3, 2020","1,000,000+ ",1.3.5,PT,MEDICAL
150,PeduliLindungi,PEGI 3,0,False,2.2,954K,https://play.google.com/store/apps/details?id=com.telkom.tracencare,"Jun 11, 2022","Aug 2, 2021","50,000,000+ ",4.4.6,PT,MEDICAL
151,Blood Pressure Tracker,PEGI 3,0,True,4.8,13.5K,https://play.google.com/store/apps/details?id=com.aadhk.lite.bptracker,"May 11, 2022","Oct 24, 2011","1,000,000+ ",12.5.0-inApp,PT,MEDICAL
152,FP Notebook,PEGI 3,0,True,4.2,640,https://play.google.com/store/apps/details?id=com.usbmis.troposphere.fpnb,"Apr 26, 2022","Jun 3, 2014","50,000+ ",3.1.3.510,PT,MEDICAL
153,MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,PT,MEDICAL
154,OptoDrum,PEGI 3,£4.75,False,,,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,PT,MEDICAL
155,Journal Club: Medicine,PEGI 3,£6.49,False,4.7,263,https://play.google.com/store/apps/details?id=org.wikijournalclub,"Sep 12, 2019","Mar 9, 2013","10,000+ ",Varies with device,PT,MEDICAL
156,Blood Pressure Diary,PEGI 3,0,True,4.7,70K,https://play.google.com/store/apps/details?id=com.bluefish.bloodpressure,"Apr 14, 2020","Dec 2, 2018","1,000,000+ ",0.1.17,PT,MEDICAL
157,ZU,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=pt.continente.ZU,"Oct 8, 2021","Jul 2, 2020","10,000+ ",1.7.4,PT,MEDICAL
158,Preventicus Heartbeats,PEGI 3,0,True,3.3,1.89K,https://play.google.com/store/apps/details?id=com.preventicus.heartbeats,"Feb 11, 2022","Jul 20, 2016","100,000+ ",1.6.16,PT,MEDICAL
159,MDonCall - Practical Guide,PEGI 3,£9.99,False,4.4,51,https://play.google.com/store/apps/details?id=com.mdoncall,"May 19, 2022","Oct 25, 2012","5,000+ ",6.1.7,PT,MEDICAL
160,Muscle Trigger Point Anatomy,PEGI 3,£2.69,False,4.5,1.59K,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,"Jul 30, 2019","Jan 27, 2011","50,000+ ",2.4.8,PT,MEDICAL
161,Blood Pressure,PEGI 3,0,True,4.2,54.4K,https://play.google.com/store/apps/details?id=com.szyk.myheart,"May 25, 2022","Jul 15, 2012","10,000,000+ ",Google-6.12.0,PT,MEDICAL
162,ASRA Coags,PEGI 3,£3.79,False,,,https://play.google.com/store/apps/details?id=com.asra.asracoags,"Mar 10, 2022","May 26, 2015","10,000+ ",2.3.3,PT,MEDICAL
163,AlbuSoins,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=fr.albus.albusoins,"May 2, 2022","Nov 17, 2016","10,000+ ",1.4.8,PT,MEDICAL
164,Allianz Saúde,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.advancemedical.globalcare_allianzsaude,"Mar 24, 2021",,"1,000+ ",1.0.5,PT,MEDICAL
165,Blood Pressure Diary,PEGI 3,0,True,4.1,17K,https://play.google.com/store/apps/details?id=com.interactivespecializedsoftware.bloodpressurediary,"Aug 11, 2021","Feb 20, 2019","1,000,000+ ",1.4.2,PT,MEDICAL
166,Ratownictwo medyczne algorytmy,PEGI 3,£6.49,False,,,https://play.google.com/store/apps/details?id=pl.waw.bitmed.protokols,"Jun 23, 2022","Apr 29, 2014","5,000+ ",14.4.0,PT,MEDICAL
167,Davis's Drug Guide,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cqddl,"Jun 6, 2022","Jun 25, 2015","100,000+ ",2.8.04,PT,MEDICAL
168,Terapia da Fala : Exercícios de Articulação Verbal,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.pmq_software.terapia_da_fala_exercicios_articulacao,"Aug 23, 2020",,"10,000+ ",2.57,PT,MEDICAL
169,PMED - Preço de Procedimento,PEGI 3,£4.19,True,,,https://play.google.com/store/apps/details?id=oaz.soft,"Jun 9, 2022","Aug 22, 2012","5,000+ ",11.8,PT,MEDICAL
170,myNFP,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.mynfp.mobile,"Apr 25, 2022","Aug 22, 2017","100,000+ ",3.6.0,PT,MEDICAL
171,DrugDoses,PEGI 3,£10.32,True,4.1,272,https://play.google.com/store/apps/details?id=com.DrugDoses.v2010,"Apr 6, 2022","Sep 16, 2010","5,000+ ",6.6,PT,MEDICAL
172,Language Therapy: Aphasia,PEGI 3,£64.99,False,4.6,76,https://play.google.com/store/apps/details?id=com.tactustherapy.languagetherapy,"Jun 17, 2022","Feb 29, 2016","1,000+ ",4.0.195,PT,MEDICAL
173,Johns Hopkins Guides ABX...,PEGI 3,0,True,5.0,662,https://play.google.com/store/apps/details?id=com.unbound.android.ubjhl,"May 2, 2022","Jan 20, 2016","10,000+ ",2.8.10,PT,MEDICAL
174,Oticon ON,PEGI 3,0,False,2.8,5.48K,https://play.google.com/store/apps/details?id=com.oticon.remotecontrol,"Sep 27, 2021","Nov 23, 2016","500,000+ ",Varies with device,PT,MEDICAL
175,Petralex Hearing Aid App,PEGI 3,0,True,2.9,7.42K,https://play.google.com/store/apps/details?id=com.it4you.petralex,"Nov 2, 2021","Apr 1, 2014","1,000,000+ ",3.9.8,PT,MEDICAL
176,FreeStyle LibreLink – PT,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.freestylelibre.app.pt,"May 3, 2021",,"10,000+ ",2.5.3,PT,MEDICAL
177,INR Diary,PEGI 3,£2.09,False,,,https://play.google.com/store/apps/details?id=be.webfactor.inrdiaryplus,"Feb 6, 2022","May 19, 2020","1,000+ ",2.2.2,PT,MEDICAL
178,ReSound Smart 3D,PEGI 3,0,False,3.8,8.24K,https://play.google.com/store/apps/details?id=dk.resound.smart3d,"Feb 7, 2022","Apr 28, 2017","500,000+ ",1.19.1,PT,MEDICAL
179,"Artmed +PSI - Psicofármacos, Guidelines, DSM, CID",PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=br.com.consultamaisrapida.psiquiatria,"Sep 5, 2021","Sep 17, 2020","10,000+ ",1.0.0,PT,MEDICAL
180,ICU Trials by ClinCalc,PEGI 3,£3.83,False,4.6,183,https://play.google.com/store/apps/details?id=com.clincalc.icutrials,"Mar 11, 2022","Jun 9, 2012","5,000+ ",3.2,PT,MEDICAL
181,e-Anatomy,PEGI 18,0,True,3.9,2.82K,https://play.google.com/store/apps/details?id=net.imaios.eanatomy,"May 17, 2022","Oct 20, 2011","500,000+ ",5.2.7,PT,MEDICAL
182,Full Code - Emergency Medicine Simulation,PEGI 3,0,True,4.2,2.2K,https://play.google.com/store/apps/details?id=com.minerva_medical.minerva,"Apr 20, 2022","Aug 9, 2018","100,000+ ",2.9,PT,MEDICAL
183,Doctolib,PEGI 3,0,False,4.5,330K,https://play.google.com/store/apps/details?id=fr.doctolib.www,"Jun 14, 2022","Mar 11, 2020","10,000,000+ ",3.4.11,PT,MEDICAL
184,Sunna Médecine,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.decodev.sunna_medecin,"Mar 8, 2022","Mar 8, 2022",10+ ,1.0.0,PT,MEDICAL
185,Contraceptive Ring Reminder +,PEGI 3,0,True,4.2,1.04K,https://play.google.com/store/apps/details?id=co.cauim.contraceptiveringreminder,"Jun 23, 2020","Jun 15, 2020","10,000+ ",1.0.1,PT,MEDICAL
186,Pedi Help,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.CreaBooSoft.PediHelp,"Apr 11, 2022","Jul 23, 2015","100,000+ ",2.3,PT,MEDICAL
187,Dilumed,PEGI 3,£0.59,False,,,https://play.google.com/store/apps/details?id=com.dilumed.pay,"Sep 27, 2021","Sep 27, 2021","1,000+ ",1.0,PT,MEDICAL
188,Visual Anatomy 2,PEGI 3,£1.59,False,4.6,939,https://play.google.com/store/apps/details?id=com.hssn.anatomy2,"Jun 9, 2022","Aug 22, 2014","10,000+ ",Varies with device,PT,MEDICAL
189,EFORT,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cc.conferences.efort,"Apr 11, 2022","Jul 8, 2020",500+ ,1.2,PT,MEDICAL
190,Amplifon,PEGI 3,0,False,4.1,2.9K,https://play.google.com/store/apps/details?id=com.amplifon.mdapp,"Jun 13, 2022","Aug 31, 2020","100,000+ ",3.5.0,PT,MEDICAL
191,VIDAL Mobile,PEGI 3,0,True,4.1,6.58K,https://play.google.com/store/apps/details?id=com.mobicrea.vidal,"Apr 26, 2022","Feb 21, 2013","500,000+ ",Varies with device,PT,MEDICAL
192,Human Anatomy Atlas 2022＋,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,PT,MEDICAL
193,MyRing - Contraceptive ring,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.langsoftware.myring,"Jun 9, 2022","Oct 28, 2018","10,000+ ",1.2.11,PT,MEDICAL
194,Vargo Anesthesia Mega App,PEGI 3,£79.99,False,,,https://play.google.com/store/apps/details?id=com.vargoanesthesia.masterapp,"Jun 3, 2022","Feb 14, 2014","5,000+ ",19.5.2,PT,MEDICAL
195,Fetal calculator PRO,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.profile.ifetal_premium,"Mar 3, 2020","Sep 6, 2018","1,000+ ",1.1.1,PT,MEDICAL
196,Cardiac diagnosis-heart rate,PEGI 3,£11.99,False,3.8,431,https://play.google.com/store/apps/details?id=com.sdk.cardiac_diagnosis,"Apr 20, 2022","Jun 20, 2018","5,000+ ",25,PT,MEDICAL
197,IVI Fertility,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=es.ivi.paciente,"Dec 29, 2020",,"50,000+ ",1.0.8,PT,MEDICAL
198,Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,PT,MEDICAL
199,Biloba - On-demand pediatrics,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=ba.bilo.mc,"Jun 7, 2022","Jul 10, 2020","50,000+ ",1.38.3,PT,MEDICAL
200,Curable Pain Relief,PEGI 3,0,True,4.3,809,https://play.google.com/store/apps/details?id=com.curablehealth.clara,"Mar 4, 2022","Dec 19, 2017","100,000+ ",4.13.3,PT,MEDICAL
201,Blood Pressure App: Heart Rate,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,PT,MEDICAL
202,TousAntiCovid,PEGI 3,0,False,4.2,225K,https://play.google.com/store/apps/details?id=fr.gouv.android.stopcovid,"Jun 20, 2022","Jun 2, 2020","10,000,000+ ",4.3.0,PT,MEDICAL
203,AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,PT,MEDICAL
204,DocFarma,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=docfarma.com,"Jun 11, 2022","Feb 14, 2022",500+ ,1.5.5,PT,MEDICAL
205,LibreLinkUp,PEGI 3,0,False,2.5,2.68K,https://play.google.com/store/apps/details?id=org.nativescript.LibreLinkUp,"May 12, 2022","Oct 23, 2016","500,000+ ",4.2.1,PT,MEDICAL
206,Body Temperature Thermometer,PEGI 12,0,True,3.8,6.82K,https://play.google.com/store/apps/details?id=com.bodytemperatureThermometer.feverRecordsdiary,"Nov 21, 2021","Oct 15, 2020","1,000,000+ ",1.2,PT,MEDICAL
207,FibriCheck,PEGI 3,0,True,3.3,6.32K,https://play.google.com/store/apps/details?id=com.qompium.fibricheck,"Jun 2, 2022","Aug 23, 2016","500,000+ ",2.3.0,PT,MEDICAL
208,SimMon,PEGI 3,£18.49,False,,,https://play.google.com/store/apps/details?id=dk.castleandersen.simmon,"Oct 27, 2020","Oct 23, 2019",500+ ,1.1,PT,MEDICAL
209,5-Minute Clinical Consult,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cq59l,"May 2, 2022","May 11, 2015","10,000+ ",2.8.10,PT,MEDICAL
210,ASCCP Management Guidelines,PEGI 3,£9.49,False,,,https://play.google.com/store/apps/details?id=org.asccp.app2019,"Feb 9, 2022","Jun 20, 2020","10,000+ ",1.7,PT,MEDICAL
211,Advanced Naming Therapy,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,PT,MEDICAL
212,CoPE Paediatric Emergency,PEGI 3,£0.81,False,,,https://play.google.com/store/apps/details?id=dk.centic.cope,"Jan 18, 2019","Aug 26, 2013","1,000+ ",2.0-cope,PT,MEDICAL
213,Freya • Surge Timer,PEGI 3,£2.49,False,3.9,284,https://play.google.com/store/apps/details?id=com.thepositivebirthcompany.freyasurgetimer,"Jun 12, 2020","Dec 23, 2019","10,000+ ",2.0.56,PT,MEDICAL
214,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,PT,MEDICAL
215,febre-i-dor,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=pt.benefarmaceutica.febreidor,"Apr 12, 2021","Sep 30, 2015","10,000+ ",2.0.1,PT,MEDICAL
216,GlucoLog RapidCalc,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.zcscompany.glucolograpidcalc,"Feb 16, 2022","Feb 2, 2022","1,000+ ",1.0.7,PT,MEDICAL
217,CONTOUR DIABETES app (PT),PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.ascensia.contour.pt,"May 30, 2022",,"10,000+ ",3.1.0,PT,MEDICAL
218,OneTouch Reveal® Diabetes App,PEGI 3,0,False,3.9,22.3K,https://play.google.com/store/apps/details?id=com.lifescan.reveal,"Mar 23, 2022","Nov 6, 2015","1,000,000+ ",5.6.0,PT,MEDICAL
219,SYNLAB Access,PEGI 3,0,False,1.5,247,https://play.google.com/store/apps/details?id=com.synlab.covidpass,"May 2, 2022","Oct 7, 2020","100,000+ ",1.3.20,PT,MEDICAL
220,Paediatric Emergencies,PEGI 3,£4.99,False,4.7,122,https://play.google.com/store/apps/details?id=com.itdcs.paediatricemergency,"Jan 9, 2022","Apr 1, 2014","5,000+ ",22.01,PT,MEDICAL
221,Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,PT,MEDICAL
222,Sanvello: Anxiety & Depression,None,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,PT,MEDICAL
223,MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,PT,MEDICAL
224,Enfermeiro de Bolso - Pro,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.enfbolso.enfbolsopro,"Jan 18, 2022",,500+ ,v.1.1.1,PT,MEDICAL
225,Connect Patient,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.zedtechnologies.affidea.patient.droid,"Feb 28, 2022","Jan 7, 2019","100,000+ ",22.5604.3900,PT,MEDICAL
226,Farmácias em Portugal,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=pt.farmacias.portugal,"Apr 15, 2022","Feb 5, 2022",100+ ,1.1.1,PT,MEDICAL
227,Anatomy 3D Atlas,PEGI 3,0,True,3.9,13.1K,https://play.google.com/store/apps/details?id=com.catfishanimationstudio.MuscularSystemLite,"Apr 27, 2021","Sep 8, 2015","1,000,000+ ",3.1.1,PT,MEDICAL
228,SafeCare,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.advancemedical.globalcare_safecare,"Oct 17, 2021","Jul 4, 2019","10,000+ ",1.0.3,PT,MEDICAL
229,MyPets,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=pt.fidelidade.vetapp,"Dec 10, 2019",,"5,000+ ",1.0.6,PT,MEDICAL
230,Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,PT,MEDICAL
231,Impress,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.smile2impress.monitoring,"May 20, 2022","Feb 12, 2021","5,000+ ",1.13.0,PT,MEDICAL
232,Davis's Drug Guide for Nurses,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.usbmis.reader.dadg,"Jun 4, 2022","Jul 5, 2011","100,000+ ",6.3.1.475,PT,MEDICAL
233,Calcium Pro,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.haneke.parathyroid,"Jun 16, 2022","Mar 15, 2013","10,000+ ",1.7.4,PT,MEDICAL
234,Geeky Medics - OSCE revision,PEGI 3,0,True,3.8,941,https://play.google.com/store/apps/details?id=com.geekymedics.oscerevision,"Nov 8, 2021","May 9, 2016","100,000+ ",3.75,PT,MEDICAL
235,MEDCode: Bulários e Condutas,PEGI 3,0,True,5.0,2.03K,https://play.google.com/store/apps/details?id=br.com.medsos.sosplantao,"Jun 22, 2022","Mar 28, 2019","50,000+ ",3.0.3,PT,MEDICAL
236,Recognise Foot,PEGI 3,£6.99,False,,,https://play.google.com/store/apps/details?id=au.com.appliquette.recognise.foot,"May 16, 2019","Mar 2, 2016","5,000+ ",1.0.6,PT,MEDICAL
237,Whitebook Medicina: Residência,PEGI 3,0,True,4.4,10.3K,https://play.google.com/store/apps/details?id=com.medprescricao,"Jun 23, 2022","Apr 10, 2013","1,000,000+ ",11.13.0,PT,MEDICAL
238,easyPed,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.easymedicine.easymedicine,"Mar 30, 2020",,"5,000+ ",1.9.8,PT,MEDICAL
239,Critical - Medical Guide,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.iotait.criticalx,"Mar 1, 2020","Mar 1, 2020","1,000+ ",2.0,PT,MEDICAL
240,Sanford Guide,PEGI 3,0,True,4.2,3.48K,https://play.google.com/store/apps/details?id=com.sanfordguide.amt,"May 10, 2022","Aug 4, 2014","100,000+ ",5.1.13,PT,MEDICAL
241,Human Anatomy Atlas 2021,PEGI 3,£21.49,True,4.5,10.1K,https://play.google.com/store/apps/details?id=com.visiblebody.atlas,"Mar 17, 2021","Sep 30, 2016","100,000+ ",2021.2.27,PT,MEDICAL
242,SnoreGym : Reduce Your Snoring,PEGI 3,£4.19,False,4.7,951,https://play.google.com/store/apps/details?id=com.snorelab.snoregym,"Jan 15, 2021","Feb 3, 2020","50,000+ ",1.0.8,PT,MEDICAL
243,Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,PT,MEDICAL
244,3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,PT,MEDICAL
245,e-motion® M25,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.alber.emotion_m25,"Apr 13, 2022","Oct 2, 2018","5,000+ ",2.4.0.0-162,PT,MEDICAL
246,meditorium,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.schilumedia.meditorium,"May 27, 2022","Jul 24, 2013","50,000+ ",2.2.17,PT,MEDICAL
247,VeinSeek,PEGI 3,£2.99,False,1.4,359,https://play.google.com/store/apps/details?id=com.vs.veinseek,"Dec 5, 2017","Feb 10, 2017","10,000+ ",Varies with device,PT,MEDICAL
248,Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,PT,MEDICAL
249,Conecte SUS,PEGI 3,0,False,4.3,170K,https://play.google.com/store/apps/details?id=br.gov.datasus.cnsdigital,"May 5, 2022","Aug 26, 2015","10,000,000+ ",70.5.3,PT,MEDICAL
250,Medical ID (premium),PEGI 3,£4.99,False,4.7,2.23K,https://play.google.com/store/apps/details?id=app.medicalid,"May 9, 2022","Jun 28, 2014","10,000+ ",7.15.1,PT,MEDICAL
